Muslo,Rodilla
1.22204,-0.466423
0.534350,-0.565157
2.10791,-0.839809
1.21715,-0.717240
2.32624,-0.564522
1.36591,-0.858861
0.529056,-0.911937
2.29725,-0.975375
0.571229,-0.159522
0.647909,-0.998998
2.20784,-0.923949
1.44744,-0.888755
2.25412,-0.893785
2.30966,-0.490978
0.520662,-0.440691
0.438551,-0.627946
1.36880,-0.945619
2.13118,-0.914634
